company,text,created_at,favourite_count,retweet_count
Novartis,@bonetalicia Thanks for reaching out. We recommend you contact our local office in Venezuela by phone at 0800 66827847 or click here: https://t.co/nhPq3ZsWgs,2019-12-09 16:42:44,1,0
Novartis,"We’re committed to educating about the impact of #sicklecell disease. To learn about the global burden, hear from a team of experts as they discuss findings from a new survey. https://t.co/O9wThPJmOW https://t.co/QcIZLfkuLV",2019-12-09 14:53:16,23,18
Novartis,Our purpose is to discover and develop the next generation of breakthrough treatments and reimagine medicine for patients. #ReimaginingMedicine https://t.co/unfK8VieP6,2019-12-05 16:00:00,44,13
Novartis,"Our goal for data &amp; digital in R&amp;D: improved success rates, shortened timelines &amp; breakthrough treatments to patients faster. #ReimaginingMedicine https://t.co/wnMOUp6X4Z",2019-12-04 10:45:28,30,14
Novartis,@syrrann We saw your tweet and would like to know more about your circumstances. Please provide your contact info and social media username to usdrugsafety.operations@novartis.com so that we can follow up with you directly.,2019-12-02 21:24:33,1,0
Novartis,"@Sandy_Kania Thanks for reaching out. We are sorry to hear about your experience. Please provide the name of the product, your location, contact info and social media username to nps.safetydesk@novartis.com so we can follow up.",2019-12-02 21:11:22,0,0
Novartis,@Mrs_Dav Thanks for reaching out. Please contact our office in the UK at +44 1276 698370 or click here: https://t.co/u1Bx3N404B,2019-12-02 17:56:40,0,0
Novartis,@hanninedrake Thanks for reaching out. Please contact our office in South Africa at +27 11 347 6600​ or click here: https://t.co/UNnkucfLul,2019-12-02 17:52:29,0,0
Novartis,@melaniewold Thanks for reaching out. Please contact our office in the UK at +44 1276 698370 or click here: https://t.co/u1Bx3N404B,2019-12-02 17:50:08,0,0
Novartis,@mlodge143 We saw your tweet. Atopica is now an Elanco product. Please provide your contact details to 888-545-5973​.,2019-12-02 17:47:58,0,0
Novartis,@Lins1969_ Thanks for reaching out. Please contact our office in the UK at +44 1276 698370 or click here: https://t.co/u1Bx3N404B,2019-12-02 17:16:08,0,0
